index,AADT_VN,BEGIN_POIN,COUNTY_COD,END_POINT,IRI_VN,IS_IMPROVED,ROUTE_ID,SPEED_LIMI,THROUGH_LA,YEAR_RECOR,curval,geometry_paths,tmiles,tons,value
5320,118360,250.3,73,250.4,161,1,IN0000650000,60.0,6,2014,2166,"[[[-86.78553423099999, 33.39699304000004], [-86.78556334499996, 33.397104951000074], [-86.78573919399997, 33.39779256400004], [-86.78595663399994, 33.39840024000006]], [[-86.78553910099998, 33.39699930900008], [-86.78556821499996, 33.397111220000056], [-86.78574406299998, 33.397798833000024], [-86.78596150399994, 33.39840650900004], [-86.78574406299998, 33.397798833000024], [-86.78556821499996, 33.397111220000056], [-86.78553910099998, 33.39699930900008]]]",82,3693,2145
5321,121410,250.3,73,250.4,130,0,IN0000650000,60.0,6,2015,2253,"[[[-86.78553423099999, 33.39699304000004], [-86.78556334499996, 33.397104951000074], [-86.78573919399997, 33.39779256400004], [-86.78595663399994, 33.39840024000006]], [[-86.78553910099998, 33.39699930900008], [-86.78556821499996, 33.397111220000056], [-86.78574406299998, 33.397798833000024], [-86.78596150399994, 33.39840650900004], [-86.78574406299998, 33.397798833000024], [-86.78556821499996, 33.397111220000056], [-86.78553910099998, 33.39699930900008]]]",79,3533,2307
5322,124540,250.3,73,250.4,158,0,IN0000650000,60.0,6,2016,2283,"[[[-86.78553423099999, 33.39699304000004], [-86.78556334499996, 33.397104951000074], [-86.78573919399997, 33.39779256400004], [-86.78595663399994, 33.39840024000006]], [[-86.78553910099998, 33.39699930900008], [-86.78556821499996, 33.397111220000056], [-86.78574406299998, 33.397798833000024], [-86.78596150399994, 33.39840650900004], [-86.78574406299998, 33.397798833000024], [-86.78556821499996, 33.397111220000056], [-86.78553910099998, 33.39699930900008]]]",79,3550,2381
5323,125250,250.3,73,250.4,172,1,IN0000650000,60.0,6,2017,2330,"[[[-86.78553423099999, 33.39699304000004], [-86.78556334499996, 33.397104951000074], [-86.78573919399997, 33.39779256400004], [-86.78595663399994, 33.39840024000006]], [[-86.78553910099998, 33.39699930900008], [-86.78556821499996, 33.397111220000056], [-86.78574406299998, 33.397798833000024], [-86.78596150399994, 33.39840650900004], [-86.78574406299998, 33.397798833000024], [-86.78556821499996, 33.397111220000056], [-86.78553910099998, 33.39699930900008]]]",80,3596,2372
5324,124857,250.3,73,250.4,125,0,IN0000650000,70.0,6,2018,2619,"[[[-86.78553423099999, 33.39699304000004], [-86.78556334499996, 33.397104951000074], [-86.78573919399997, 33.39779256400004], [-86.78595663399994, 33.39840024000006]], [[-86.78553910099998, 33.39699930900008], [-86.78556821499996, 33.397111220000056], [-86.78574406299998, 33.397798833000024], [-86.78596150399994, 33.39840650900004], [-86.78574406299998, 33.397798833000024], [-86.78556821499996, 33.397111220000056], [-86.78553910099998, 33.39699930900008]]]",84,3755,2580
5325,130375,250.3,73,250.4,148,1,IN0000650000,0.0,6,2019,539,"[[[-86.78553423099999, 33.39699304000004], [-86.78556334499996, 33.397104951000074], [-86.78573919399997, 33.39779256400004], [-86.78595663399994, 33.39840024000006]], [[-86.78553910099998, 33.39699930900008], [-86.78556821499996, 33.397111220000056], [-86.78574406299998, 33.397798833000024], [-86.78596150399994, 33.39840650900004], [-86.78574406299998, 33.397798833000024], [-86.78556821499996, 33.397111220000056], [-86.78553910099998, 33.39699930900008]]]",216,5039,505
5326,104813,250.3,73,250.4,122,0,IN0000650000,70.0,6,2020,396,"[[[-86.78553423099999, 33.39699304000004], [-86.78556334499996, 33.397104951000074], [-86.78573919399997, 33.39779256400004], [-86.78595663399994, 33.39840024000006]], [[-86.78553910099998, 33.39699930900008], [-86.78556821499996, 33.397111220000056], [-86.78574406299998, 33.397798833000024], [-86.78596150399994, 33.39840650900004], [-86.78574406299998, 33.397798833000024], [-86.78556821499996, 33.397111220000056], [-86.78553910099998, 33.39699930900008]]]",211,4871,442
5327,118875,250.3,73,250.4,138,0,IN0000650000,70.0,6,2022,803,"[[[-86.78553423099999, 33.39699304000004], [-86.78556334499996, 33.397104951000074], [-86.78573919399997, 33.39779256400004], [-86.78595663399994, 33.39840024000006]], [[-86.78553910099998, 33.39699930900008], [-86.78556821499996, 33.397111220000056], [-86.78574406299998, 33.397798833000024], [-86.78596150399994, 33.39840650900004], [-86.78574406299998, 33.397798833000024], [-86.78556821499996, 33.397111220000056], [-86.78553910099998, 33.39699930900008]]]",233,5375,479
5328,118110,250.4,73,250.5,122,1,IN0000650000,60.0,6,2013,1954,"[[[-86.78595663399994, 33.39840024000006], [-86.78602629499994, 33.39859491900006], [-86.78621869999995, 33.39903054600006], [-86.78642590799996, 33.39946381100003], [-86.78658626599997, 33.39975000800007]], [[-86.78596150399994, 33.39840650900004], [-86.78603116499994, 33.39860118800004], [-86.78622356999995, 33.399036816000034], [-86.78643077799995, 33.39947008100006], [-86.78659113599997, 33.39975627800004], [-86.78643077799995, 33.39947008100006], [-86.78622356999995, 33.399036816000034], [-86.78603116499994, 33.39860118800004], [-86.78596150399994, 33.39840650900004]]]",81,3558,1946
5329,118360,250.4,73,250.5,112,0,IN0000650000,60.0,6,2014,2166,"[[[-86.78595663399994, 33.39840024000006], [-86.78602629499994, 33.39859491900006], [-86.78621869999995, 33.39903054600006], [-86.78642590799996, 33.39946381100003], [-86.78658626599997, 33.39975000800007]], [[-86.78596150399994, 33.39840650900004], [-86.78603116499994, 33.39860118800004], [-86.78622356999995, 33.399036816000034], [-86.78643077799995, 33.39947008100006], [-86.78659113599997, 33.39975627800004], [-86.78643077799995, 33.39947008100006], [-86.78622356999995, 33.399036816000034], [-86.78603116499994, 33.39860118800004], [-86.78596150399994, 33.39840650900004]]]",82,3693,2145
5330,121410,250.4,73,250.5,155,1,IN0000650000,60.0,6,2015,2253,"[[[-86.78595663399994, 33.39840024000006], [-86.78602629499994, 33.39859491900006], [-86.78621869999995, 33.39903054600006], [-86.78642590799996, 33.39946381100003], [-86.78658626599997, 33.39975000800007]], [[-86.78596150399994, 33.39840650900004], [-86.78603116499994, 33.39860118800004], [-86.78622356999995, 33.399036816000034], [-86.78643077799995, 33.39947008100006], [-86.78659113599997, 33.39975627800004], [-86.78643077799995, 33.39947008100006], [-86.78622356999995, 33.399036816000034], [-86.78603116499994, 33.39860118800004], [-86.78596150399994, 33.39840650900004]]]",79,3533,2307
5331,124540,250.4,73,250.5,107,0,IN0000650000,60.0,6,2016,2283,"[[[-86.78595663399994, 33.39840024000006], [-86.78602629499994, 33.39859491900006], [-86.78621869999995, 33.39903054600006], [-86.78642590799996, 33.39946381100003], [-86.78658626599997, 33.39975000800007]], [[-86.78596150399994, 33.39840650900004], [-86.78603116499994, 33.39860118800004], [-86.78622356999995, 33.399036816000034], [-86.78643077799995, 33.39947008100006], [-86.78659113599997, 33.39975627800004], [-86.78643077799995, 33.39947008100006], [-86.78622356999995, 33.399036816000034], [-86.78603116499994, 33.39860118800004], [-86.78596150399994, 33.39840650900004]]]",79,3550,2381
5332,125250,250.4,73,250.5,146,1,IN0000650000,60.0,6,2017,2330,"[[[-86.78595663399994, 33.39840024000006], [-86.78602629499994, 33.39859491900006], [-86.78621869999995, 33.39903054600006], [-86.78642590799996, 33.39946381100003], [-86.78658626599997, 33.39975000800007]], [[-86.78596150399994, 33.39840650900004], [-86.78603116499994, 33.39860118800004], [-86.78622356999995, 33.399036816000034], [-86.78643077799995, 33.39947008100006], [-86.78659113599997, 33.39975627800004], [-86.78643077799995, 33.39947008100006], [-86.78622356999995, 33.399036816000034], [-86.78603116499994, 33.39860118800004], [-86.78596150399994, 33.39840650900004]]]",80,3596,2372
5333,124857,250.4,73,250.5,143,1,IN0000650000,70.0,6,2018,2619,"[[[-86.78595663399994, 33.39840024000006], [-86.78602629499994, 33.39859491900006], [-86.78621869999995, 33.39903054600006], [-86.78642590799996, 33.39946381100003], [-86.78658626599997, 33.39975000800007]], [[-86.78596150399994, 33.39840650900004], [-86.78603116499994, 33.39860118800004], [-86.78622356999995, 33.399036816000034], [-86.78643077799995, 33.39947008100006], [-86.78659113599997, 33.39975627800004], [-86.78643077799995, 33.39947008100006], [-86.78622356999995, 33.399036816000034], [-86.78603116499994, 33.39860118800004], [-86.78596150399994, 33.39840650900004]]]",84,3755,2580
5334,130375,250.4,73,250.5,137,1,IN0000650000,0.0,6,2019,539,"[[[-86.78595663399994, 33.39840024000006], [-86.78602629499994, 33.39859491900006], [-86.78621869999995, 33.39903054600006], [-86.78642590799996, 33.39946381100003], [-86.78658626599997, 33.39975000800007]], [[-86.78596150399994, 33.39840650900004], [-86.78603116499994, 33.39860118800004], [-86.78622356999995, 33.399036816000034], [-86.78643077799995, 33.39947008100006], [-86.78659113599997, 33.39975627800004], [-86.78643077799995, 33.39947008100006], [-86.78622356999995, 33.399036816000034], [-86.78603116499994, 33.39860118800004], [-86.78596150399994, 33.39840650900004]]]",216,5039,505
5335,104813,250.4,73,250.5,131,0,IN0000650000,70.0,6,2020,396,"[[[-86.78595663399994, 33.39840024000006], [-86.78602629499994, 33.39859491900006], [-86.78621869999995, 33.39903054600006], [-86.78642590799996, 33.39946381100003], [-86.78658626599997, 33.39975000800007]], [[-86.78596150399994, 33.39840650900004], [-86.78603116499994, 33.39860118800004], [-86.78622356999995, 33.399036816000034], [-86.78643077799995, 33.39947008100006], [-86.78659113599997, 33.39975627800004], [-86.78643077799995, 33.39947008100006], [-86.78622356999995, 33.399036816000034], [-86.78603116499994, 33.39860118800004], [-86.78596150399994, 33.39840650900004]]]",211,4871,442
5336,118875,250.4,73,250.5,150,0,IN0000650000,70.0,6,2022,803,"[[[-86.78595663399994, 33.39840024000006], [-86.78602629499994, 33.39859491900006], [-86.78621869999995, 33.39903054600006], [-86.78642590799996, 33.39946381100003], [-86.78658626599997, 33.39975000800007]], [[-86.78596150399994, 33.39840650900004], [-86.78603116499994, 33.39860118800004], [-86.78622356999995, 33.399036816000034], [-86.78643077799995, 33.39947008100006], [-86.78659113599997, 33.39975627800004], [-86.78643077799995, 33.39947008100006], [-86.78622356999995, 33.399036816000034], [-86.78603116499994, 33.39860118800004], [-86.78596150399994, 33.39840650900004]]]",233,5375,479
5337,118110,250.5,73,250.6,112,0,IN0000650000,0.0,6,2013,1954,"[[[-86.78658626599997, 33.39975000800007], [-86.78660097799997, 33.39977626500007], [-86.78698544399998, 33.400393576000056]], [[-86.78659113599997, 33.39975627800004], [-86.78660584799997, 33.39978253500004], [-86.78699031399998, 33.40039984600003], [-86.78660584799997, 33.39978253500004], [-86.78659113599997, 33.39975627800004]]]",81,3558,1946
5338,118360,250.5,73,250.6,167,1,IN0000650000,0.0,6,2014,2166,"[[[-86.78658626599997, 33.39975000800007], [-86.78660097799997, 33.39977626500007], [-86.78698544399998, 33.400393576000056]], [[-86.78659113599997, 33.39975627800004], [-86.78660584799997, 33.39978253500004], [-86.78699031399998, 33.40039984600003], [-86.78660584799997, 33.39978253500004], [-86.78659113599997, 33.39975627800004]]]",82,3693,2145
5339,121410,250.5,73,250.6,132,0,IN0000650000,0.0,6,2015,2253,"[[[-86.78658626599997, 33.39975000800007], [-86.78660097799997, 33.39977626500007], [-86.78698544399998, 33.400393576000056]], [[-86.78659113599997, 33.39975627800004], [-86.78660584799997, 33.39978253500004], [-86.78699031399998, 33.40039984600003], [-86.78660584799997, 33.39978253500004], [-86.78659113599997, 33.39975627800004]]]",79,3533,2307
5340,124540,250.5,73,250.6,184,0,IN0000650000,60.0,6,2016,2283,"[[[-86.78658626599997, 33.39975000800007], [-86.78660097799997, 33.39977626500007], [-86.78698544399998, 33.400393576000056]], [[-86.78659113599997, 33.39975627800004], [-86.78660584799997, 33.39978253500004], [-86.78699031399998, 33.40039984600003], [-86.78660584799997, 33.39978253500004], [-86.78659113599997, 33.39975627800004]]]",79,3550,2381
5341,125250,250.5,73,250.6,210,1,IN0000650000,60.0,6,2017,2330,"[[[-86.78658626599997, 33.39975000800007], [-86.78660097799997, 33.39977626500007], [-86.78698544399998, 33.400393576000056]], [[-86.78659113599997, 33.39975627800004], [-86.78660584799997, 33.39978253500004], [-86.78699031399998, 33.40039984600003], [-86.78660584799997, 33.39978253500004], [-86.78659113599997, 33.39975627800004]]]",80,3596,2372
5342,124857,250.5,73,250.6,149,1,IN0000650000,70.0,6,2018,2619,"[[[-86.78658626599997, 33.39975000800007], [-86.78660097799997, 33.39977626500007], [-86.78698544399998, 33.400393576000056]], [[-86.78659113599997, 33.39975627800004], [-86.78660584799997, 33.39978253500004], [-86.78699031399998, 33.40039984600003], [-86.78660584799997, 33.39978253500004], [-86.78659113599997, 33.39975627800004]]]",84,3755,2580
5343,130375,250.5,73,250.6,122,0,IN0000650000,0.0,6,2019,539,"[[[-86.78658626599997, 33.39975000800007], [-86.78660097799997, 33.39977626500007], [-86.78698544399998, 33.400393576000056]], [[-86.78659113599997, 33.39975627800004], [-86.78660584799997, 33.39978253500004], [-86.78699031399998, 33.40039984600003], [-86.78660584799997, 33.39978253500004], [-86.78659113599997, 33.39975627800004]]]",216,5039,505
5344,104813,250.5,73,250.6,146,0,IN0000650000,70.0,6,2020,396,"[[[-86.78658626599997, 33.39975000800007], [-86.78660097799997, 33.39977626500007], [-86.78698544399998, 33.400393576000056]], [[-86.78659113599997, 33.39975627800004], [-86.78660584799997, 33.39978253500004], [-86.78699031399998, 33.40039984600003], [-86.78660584799997, 33.39978253500004], [-86.78659113599997, 33.39975627800004]]]",211,4871,442
5345,118875,250.5,73,250.6,138,0,IN0000650000,70.0,6,2022,803,"[[[-86.78658626599997, 33.39975000800007], [-86.78660097799997, 33.39977626500007], [-86.78698544399998, 33.400393576000056]], [[-86.78659113599997, 33.39975627800004], [-86.78660584799997, 33.39978253500004], [-86.78699031399998, 33.40039984600003], [-86.78660584799997, 33.39978253500004], [-86.78659113599997, 33.39975627800004]]]",233,5375,479
5346,118110,250.6,73,250.7,172,1,IN0000650000,60.0,6,2013,1954,"[[[-86.78773625899998, 33.40138602800005], [-86.78777657399996, 33.40143498100008], [-86.78795364399997, 33.40163036400003]], [[-86.78774112899998, 33.401392298000076], [-86.78778144399996, 33.40144125100005], [-86.78795851399997, 33.401636634000056], [-86.78778144399996, 33.40144125100005], [-86.78774112899998, 33.401392298000076]]]",81,3558,1946
5347,118360,250.6,73,250.7,152,0,IN0000650000,60.0,8,2014,2166,"[[[-86.78773625899998, 33.40138602800005], [-86.78777657399996, 33.40143498100008], [-86.78795364399997, 33.40163036400003]], [[-86.78774112899998, 33.401392298000076], [-86.78778144399996, 33.40144125100005], [-86.78795851399997, 33.401636634000056], [-86.78778144399996, 33.40144125100005], [-86.78774112899998, 33.401392298000076]]]",82,3693,2145
5348,121410,250.6,73,250.7,207,1,IN0000650000,60.0,8,2015,2253,"[[[-86.78773625899998, 33.40138602800005], [-86.78777657399996, 33.40143498100008], [-86.78795364399997, 33.40163036400003]], [[-86.78774112899998, 33.401392298000076], [-86.78778144399996, 33.40144125100005], [-86.78795851399997, 33.401636634000056], [-86.78778144399996, 33.40144125100005], [-86.78774112899998, 33.401392298000076]]]",79,3533,2307
5349,124540,250.6,73,250.7,135,0,IN0000650000,0.0,8,2016,2283,"[[[-86.78773625899998, 33.40138602800005], [-86.78777657399996, 33.40143498100008], [-86.78795364399997, 33.40163036400003]], [[-86.78774112899998, 33.401392298000076], [-86.78778144399996, 33.40144125100005], [-86.78795851399997, 33.401636634000056], [-86.78778144399996, 33.40144125100005], [-86.78774112899998, 33.401392298000076]]]",79,3550,2381
5350,125250,250.6,73,250.7,153,1,IN0000650000,0.0,8,2017,2330,"[[[-86.78773625899998, 33.40138602800005], [-86.78777657399996, 33.40143498100008], [-86.78795364399997, 33.40163036400003]], [[-86.78774112899998, 33.401392298000076], [-86.78778144399996, 33.40144125100005], [-86.78795851399997, 33.401636634000056], [-86.78778144399996, 33.40144125100005], [-86.78774112899998, 33.401392298000076]]]",80,3596,2372
5351,124857,250.6,73,250.7,83,1,IN0000650000,70.0,8,2018,2619,"[[[-86.78773625899998, 33.40138602800005], [-86.78777657399996, 33.40143498100008], [-86.78795364399997, 33.40163036400003]], [[-86.78774112899998, 33.401392298000076], [-86.78778144399996, 33.40144125100005], [-86.78795851399997, 33.401636634000056], [-86.78778144399996, 33.40144125100005], [-86.78774112899998, 33.401392298000076]]]",84,3755,2580
5352,130375,250.6,73,250.7,70,0,IN0000650000,0.0,8,2019,539,"[[[-86.78773625899998, 33.40138602800005], [-86.78777657399996, 33.40143498100008], [-86.78795364399997, 33.40163036400003]], [[-86.78774112899998, 33.401392298000076], [-86.78778144399996, 33.40144125100005], [-86.78795851399997, 33.401636634000056], [-86.78778144399996, 33.40144125100005], [-86.78774112899998, 33.401392298000076]]]",216,5039,505
5353,104813,250.6,73,250.7,86,0,IN0000650000,70.0,8,2020,396,"[[[-86.78773625899998, 33.40138602800005], [-86.78777657399996, 33.40143498100008], [-86.78795364399997, 33.40163036400003]], [[-86.78774112899998, 33.401392298000076], [-86.78778144399996, 33.40144125100005], [-86.78795851399997, 33.401636634000056], [-86.78778144399996, 33.40144125100005], [-86.78774112899998, 33.401392298000076]]]",211,4871,442
5354,118875,250.6,73,250.7,88,0,IN0000650000,70.0,8,2022,803,"[[[-86.78773625899998, 33.40138602800005], [-86.78777657399996, 33.40143498100008], [-86.78795364399997, 33.40163036400003]], [[-86.78774112899998, 33.401392298000076], [-86.78778144399996, 33.40144125100005], [-86.78795851399997, 33.401636634000056], [-86.78778144399996, 33.40144125100005], [-86.78774112899998, 33.401392298000076]]]",233,5375,479
5355,118110,250.7,73,250.8,143,1,IN0000650000,60.0,8,2013,1954,"[[[-86.78829635099999, 33.401995612000064], [-86.78835209599998, 33.402053109000065], [-86.78862117099999, 33.40232419500006], [-86.78873864799993, 33.40245612900003], [-86.78904358899996, 33.40272298000008], [-86.78944230599996, 33.40304010500006], [-86.78946819799995, 33.403059463000034]], [[-86.78830122099998, 33.402001882000036], [-86.78835696599998, 33.402059379000036], [-86.78862604199998, 33.402330465000034], [-86.78874351799999, 33.40246239900006], [-86.78904845999995, 33.40272925000005], [-86.78944717699994, 33.40304637500003], [-86.78947306899994, 33.40306573300006], [-86.78944717699994, 33.40304637500003], [-86.78904845999995, 33.40272925000005], [-86.78874351799999, 33.40246239900006], [-86.78862604199998, 33.402330465000034], [-86.78835696599998, 33.402059379000036], [-86.78830122099998, 33.402001882000036]]]",81,3558,1946
5356,118360,250.7,73,250.8,92,0,IN0000650000,60.0,8,2014,2166,"[[[-86.78829635099999, 33.401995612000064], [-86.78835209599998, 33.402053109000065], [-86.78862117099999, 33.40232419500006], [-86.78873864799993, 33.40245612900003], [-86.78904358899996, 33.40272298000008], [-86.78944230599996, 33.40304010500006], [-86.78946819799995, 33.403059463000034]], [[-86.78830122099998, 33.402001882000036], [-86.78835696599998, 33.402059379000036], [-86.78862604199998, 33.402330465000034], [-86.78874351799999, 33.40246239900006], [-86.78904845999995, 33.40272925000005], [-86.78944717699994, 33.40304637500003], [-86.78947306899994, 33.40306573300006], [-86.78944717699994, 33.40304637500003], [-86.78904845999995, 33.40272925000005], [-86.78874351799999, 33.40246239900006], [-86.78862604199998, 33.402330465000034], [-86.78835696599998, 33.402059379000036], [-86.78830122099998, 33.402001882000036]]]",82,3693,2145
5357,121410,250.7,73,250.8,175,1,IN0000650000,60.0,8,2015,2253,"[[[-86.78829635099999, 33.401995612000064], [-86.78835209599998, 33.402053109000065], [-86.78862117099999, 33.40232419500006], [-86.78873864799993, 33.40245612900003], [-86.78904358899996, 33.40272298000008], [-86.78944230599996, 33.40304010500006], [-86.78946819799995, 33.403059463000034]], [[-86.78830122099998, 33.402001882000036], [-86.78835696599998, 33.402059379000036], [-86.78862604199998, 33.402330465000034], [-86.78874351799999, 33.40246239900006], [-86.78904845999995, 33.40272925000005], [-86.78944717699994, 33.40304637500003], [-86.78947306899994, 33.40306573300006], [-86.78944717699994, 33.40304637500003], [-86.78904845999995, 33.40272925000005], [-86.78874351799999, 33.40246239900006], [-86.78862604199998, 33.402330465000034], [-86.78835696599998, 33.402059379000036], [-86.78830122099998, 33.402001882000036]]]",79,3533,2307
5358,124540,250.7,73,250.8,105,0,IN0000650000,60.0,8,2016,2283,"[[[-86.78829635099999, 33.401995612000064], [-86.78835209599998, 33.402053109000065], [-86.78862117099999, 33.40232419500006], [-86.78873864799993, 33.40245612900003], [-86.78904358899996, 33.40272298000008], [-86.78944230599996, 33.40304010500006], [-86.78946819799995, 33.403059463000034]], [[-86.78830122099998, 33.402001882000036], [-86.78835696599998, 33.402059379000036], [-86.78862604199998, 33.402330465000034], [-86.78874351799999, 33.40246239900006], [-86.78904845999995, 33.40272925000005], [-86.78944717699994, 33.40304637500003], [-86.78947306899994, 33.40306573300006], [-86.78944717699994, 33.40304637500003], [-86.78904845999995, 33.40272925000005], [-86.78874351799999, 33.40246239900006], [-86.78862604199998, 33.402330465000034], [-86.78835696599998, 33.402059379000036], [-86.78830122099998, 33.402001882000036]]]",79,3550,2381
5359,125250,250.7,73,250.8,112,0,IN0000650000,60.0,8,2017,2330,"[[[-86.78829635099999, 33.401995612000064], [-86.78835209599998, 33.402053109000065], [-86.78862117099999, 33.40232419500006], [-86.78873864799993, 33.40245612900003], [-86.78904358899996, 33.40272298000008], [-86.78944230599996, 33.40304010500006], [-86.78946819799995, 33.403059463000034]], [[-86.78830122099998, 33.402001882000036], [-86.78835696599998, 33.402059379000036], [-86.78862604199998, 33.402330465000034], [-86.78874351799999, 33.40246239900006], [-86.78904845999995, 33.40272925000005], [-86.78944717699994, 33.40304637500003], [-86.78947306899994, 33.40306573300006], [-86.78944717699994, 33.40304637500003], [-86.78904845999995, 33.40272925000005], [-86.78874351799999, 33.40246239900006], [-86.78862604199998, 33.402330465000034], [-86.78835696599998, 33.402059379000036], [-86.78830122099998, 33.402001882000036]]]",80,3596,2372
5360,124857,250.7,73,250.8,150,1,IN0000650000,70.0,8,2018,2619,"[[[-86.78829635099999, 33.401995612000064], [-86.78835209599998, 33.402053109000065], [-86.78862117099999, 33.40232419500006], [-86.78873864799993, 33.40245612900003], [-86.78904358899996, 33.40272298000008], [-86.78944230599996, 33.40304010500006], [-86.78946819799995, 33.403059463000034]], [[-86.78830122099998, 33.402001882000036], [-86.78835696599998, 33.402059379000036], [-86.78862604199998, 33.402330465000034], [-86.78874351799999, 33.40246239900006], [-86.78904845999995, 33.40272925000005], [-86.78944717699994, 33.40304637500003], [-86.78947306899994, 33.40306573300006], [-86.78944717699994, 33.40304637500003], [-86.78904845999995, 33.40272925000005], [-86.78874351799999, 33.40246239900006], [-86.78862604199998, 33.402330465000034], [-86.78835696599998, 33.402059379000036], [-86.78830122099998, 33.402001882000036]]]",84,3755,2580
5361,130375,250.7,73,250.8,134,0,IN0000650000,70.0,8,2019,539,"[[[-86.78829635099999, 33.401995612000064], [-86.78835209599998, 33.402053109000065], [-86.78862117099999, 33.40232419500006], [-86.78873864799993, 33.40245612900003], [-86.78904358899996, 33.40272298000008], [-86.78944230599996, 33.40304010500006], [-86.78946819799995, 33.403059463000034]], [[-86.78830122099998, 33.402001882000036], [-86.78835696599998, 33.402059379000036], [-86.78862604199998, 33.402330465000034], [-86.78874351799999, 33.40246239900006], [-86.78904845999995, 33.40272925000005], [-86.78944717699994, 33.40304637500003], [-86.78947306899994, 33.40306573300006], [-86.78944717699994, 33.40304637500003], [-86.78904845999995, 33.40272925000005], [-86.78874351799999, 33.40246239900006], [-86.78862604199998, 33.402330465000034], [-86.78835696599998, 33.402059379000036], [-86.78830122099998, 33.402001882000036]]]",216,5039,505
5362,104813,250.7,73,250.8,140,0,IN0000650000,70.0,8,2020,396,"[[[-86.78829635099999, 33.401995612000064], [-86.78835209599998, 33.402053109000065], [-86.78862117099999, 33.40232419500006], [-86.78873864799993, 33.40245612900003], [-86.78904358899996, 33.40272298000008], [-86.78944230599996, 33.40304010500006], [-86.78946819799995, 33.403059463000034]], [[-86.78830122099998, 33.402001882000036], [-86.78835696599998, 33.402059379000036], [-86.78862604199998, 33.402330465000034], [-86.78874351799999, 33.40246239900006], [-86.78904845999995, 33.40272925000005], [-86.78944717699994, 33.40304637500003], [-86.78947306899994, 33.40306573300006], [-86.78944717699994, 33.40304637500003], [-86.78904845999995, 33.40272925000005], [-86.78874351799999, 33.40246239900006], [-86.78862604199998, 33.402330465000034], [-86.78835696599998, 33.402059379000036], [-86.78830122099998, 33.402001882000036]]]",211,4871,442
5363,118875,250.7,73,250.8,161,0,IN0000650000,70.0,8,2022,803,"[[[-86.78829635099999, 33.401995612000064], [-86.78835209599998, 33.402053109000065], [-86.78862117099999, 33.40232419500006], [-86.78873864799993, 33.40245612900003], [-86.78904358899996, 33.40272298000008], [-86.78944230599996, 33.40304010500006], [-86.78946819799995, 33.403059463000034]], [[-86.78830122099998, 33.402001882000036], [-86.78835696599998, 33.402059379000036], [-86.78862604199998, 33.402330465000034], [-86.78874351799999, 33.40246239900006], [-86.78904845999995, 33.40272925000005], [-86.78944717699994, 33.40304637500003], [-86.78947306899994, 33.40306573300006], [-86.78944717699994, 33.40304637500003], [-86.78904845999995, 33.40272925000005], [-86.78874351799999, 33.40246239900006], [-86.78862604199998, 33.402330465000034], [-86.78835696599998, 33.402059379000036], [-86.78830122099998, 33.402001882000036]]]",233,5375,479
5364,117910,253.3,73,253.4,187,1,IN0000650000,60.0,6,2013,1954,"[[[-86.81920925299994, 33.42711722900003], [-86.81948593199996, 33.42732062400006], [-86.81989939099998, 33.42763624100007], [-86.82021766899999, 33.42787296500006], [-86.82025372299995, 33.42790016300006]], [[-86.81921413299995, 33.427123504000065], [-86.81949081299996, 33.427326899000036], [-86.81990427199997, 33.42764251600005], [-86.82022254999998, 33.42787923900005], [-86.82025860399995, 33.42790643700005], [-86.82022254999998, 33.42787923900005], [-86.81990427199997, 33.42764251600005], [-86.81949081299996, 33.427326899000036], [-86.81921413299995, 33.427123504000065]]]",81,3558,1946
5365,118000,253.3,73,253.4,170,0,IN0000650000,60.0,6,2014,2166,"[[[-86.81920925299994, 33.42711722900003], [-86.81948593199996, 33.42732062400006], [-86.81989939099998, 33.42763624100007], [-86.82021766899999, 33.42787296500006], [-86.82025372299995, 33.42790016300006]], [[-86.81921413299995, 33.427123504000065], [-86.81949081299996, 33.427326899000036], [-86.81990427199997, 33.42764251600005], [-86.82022254999998, 33.42787923900005], [-86.82025860399995, 33.42790643700005], [-86.82022254999998, 33.42787923900005], [-86.81990427199997, 33.42764251600005], [-86.81949081299996, 33.427326899000036], [-86.81921413299995, 33.427123504000065]]]",82,3693,2145
5366,120280,253.3,73,253.4,194,1,IN0000650000,60.0,6,2015,2253,"[[[-86.81920925299994, 33.42711722900003], [-86.81948593199996, 33.42732062400006], [-86.81989939099998, 33.42763624100007], [-86.82021766899999, 33.42787296500006], [-86.82025372299995, 33.42790016300006]], [[-86.81921413299995, 33.427123504000065], [-86.81949081299996, 33.427326899000036], [-86.81990427199997, 33.42764251600005], [-86.82022254999998, 33.42787923900005], [-86.82025860399995, 33.42790643700005], [-86.82022254999998, 33.42787923900005], [-86.81990427199997, 33.42764251600005], [-86.81949081299996, 33.427326899000036], [-86.81921413299995, 33.427123504000065]]]",79,3533,2307
